id	channel	duration_s	verdict	title
ywewix7DlpI	EEVblog	1973	needs-whisper	EEVblog #1038 - Uni-T UPO2104CS Oscilloscope Teardown
WvaGXF-prz8	EEVblog	2524	needs-whisper	EEVblog #1034 - Mailbag
rEOBcUW2Nf8	EEVblog	992	needs-whisper	eevBLAB #39 - Youtube Alternatives
65ENph8sV-0	EEVblog	1054	needs-whisper	EEVblog #1033 - Sony WatchCam Pocket Flat CRT Monitor Teardown
jtTwxs8dlnQ	EEVblog	379	needs-whisper	eevBLAB #38 - Digikey & The US Government Watchlist!
DD7unrTrVdc	EEVblog	1934	needs-whisper	EEVblog #1032  Part 4 - John Kenny Keysight Interview
fpstmpm_rFM	EEVblog	1953	needs-whisper	EEVblog #1032 Part 3 - John Kenny Keysight Interview
WoRJOCdNahc	EEVblog	1679	needs-whisper	EEVblog #1032 Part 1 - John Kenny Keysight Interview
rfaCFEqk05M	EEVblog	630	needs-whisper	EEVacademy | Digital Design Series Part 3 - Designing Combinatorial Digital Logic Circuits
b_Syp2uyqtE	EEVblog	775	needs-whisper	eevBLAB #37 - Youtube Copyright Trolls
K0zXjiSCv5I	EEVblog	592	needs-whisper	EEVblog #1026 - Mystery Dumpster Diving PC
dxRsxmDcIYs	EEVblog	1784	needs-whisper	EEVblog #1025 - Minute Physics + Bill Nye Promoting Rayton Solar
C1on-LaIsCA	EEVblog	1715	needs-whisper	EEVblog #b10000000000 - 1K Micro Magic
rTPhuRQBmLQ	EEVblog	2177	needs-whisper	EEVblog #1022 - How To Find A $50 Oscilloscope On Ebay - REDUX
7t_Zdpf8p_o	EEVblog	1356	needs-whisper	EEVblog #1021 - Retro Radio Shack TRS-80 Color Computer
8C0G_UUyUg0	EEVblog	375	needs-whisper	eevBLAB #34 - A Proposal For Youtube
Ru2rb7bFhag	EEVblog	1001	needs-whisper	EEVblog #1016 - Crude Multimeter High Voltage Overload Testing
ix2fR-rh1vc	EEVblog	483	needs-whisper	EEVblog #1015 - Beware Evil (But Clever) DC Jacks!
uV9mW0rpRxg	EEVblog	266	needs-whisper	eevBLAB #33 - Why Gold Plated Probes Matter
zRdovnGruqk	EEVblog	1456	needs-whisper	EEVblog #1014 - Masterlock Bluetooth Padlock Teardown
GEQjhRCCWsU	EEVblog	2849	needs-whisper	EEVblog #1013 - Mailbag
HsX9MJK9i4Y	EEVblog	1923	needs-whisper	EEVblog #1011 - Retro Teardown - World's First HD DVD Player
0eKCalM4ueM	EEVblog	1112	needs-whisper	EEVblog #1010 - Zyntony Ra LED Strap Light Teardown
BzxGoJdd8a4	EEVblog	1684	needs-whisper	EEVblog #1006 - Trezor Bitcoin Hardware Wallet Teardown
5LK8wduZsy0	EEVblog	1549	needs-whisper	EEVblog #1005 - Keithley 2302 Battery Simulator Teardown
AloQRY1ZOc0	EEVblog	599	needs-whisper	EEVblog #1002 - Trump's Solar Freakin' Wall DEBUNKED!
f0uvS80YIGU	EEVblog	564	needs-whisper	EEVblog #996 - What Is The CE Mark On A Product?
-JDsRZ4nmbo	EEVblog	333	needs-whisper	RF Test Chips Under The Microscope
hfUHRIYuDkI	EEVblog	1116	needs-whisper	EEVblog #992 - Olympus BHM Wafer Inspection Microscope
2xy_kqOufv8	EEVblog	2064	needs-whisper	The Signal Path Discussion - Science, Debunking & Education (2/3)
JCXgRyA_-Is	EEVblog	2551	needs-whisper	EEVblog #990 - Getting The PCB Manufactured (Nixie PART 5)
NznO-DVfLd0	EEVblog	2175	needs-whisper	EEVblog #988 - FLIR ETS320 Benchtop Thermal Camera Review
DizSMQSLuJc	EEVblog	1469	needs-whisper	EEVblog #987 - Keysight U1272A Multimeter EMC Followup
0JQlRXFi0Tc	EEVblog	190	needs-whisper	Electronics Podcast
n-pZHhqP4XU	EEVblog	2925	needs-whisper	EEVblog #986 - Mailbag
0Iv2TnI0C98	EEVblog	527	needs-whisper	EEVblog #983 - PART 2: Piezoelectric Oscilloscope Issue Followup
hrj9IAHWKkw	EEVblog	299	needs-whisper	eevBLAB #32 - Youtube Restricted Mode Followup
0Yr8sF6osyM	EEVblog	486	needs-whisper	eevBLAB #31 - Youtube Restricted Mode Comments WTF?!
_x8ii58-W_Y	EEVblog	3766	no-captions	EEVblog #982 - HP54616B 500MHz Oscilloscope REPAIR
NJvBQoIb5lg	EEVblog	1426	needs-whisper	EEVblog #980 - RoboMaid Automated Vacuum Cleaner Teardown
2t1Odn5dTD0	EEVblog	2493	needs-whisper	EEVblog #979 - Mailbag
p5jpxZbGp0Y	EEVblog	5495	needs-whisper	Product & Circuit Design Brainstorming
9KcOQsVxtoU	EEVblog	1722	no-captions	EEVblog #976 - Keysight 1000 X-Series Oscilloscope Teardown
WyPBIzJQB_o	EEVblog	740	needs-whisper	eevBLAB #30  - Popular Science FAIL! (WaterSeer Debunk)
D8Rom9Owsyo	EEVblog	1734	no-captions	EEVblog #973 - Hioki Multimeter Review & Clamp Meter Teardown
MWHamD1Hj58	EEVblog	1153	needs-whisper	Adventures in AVR ISP Programming
--oKMQITODc	EEVblog	914	needs-whisper	eevBLAB #29 - How To Search For An Enclosure
N63dJHbCdbk	EEVblog	629	needs-whisper	Sneak Peek: NEW Keysight 1000 X-Series Oscilloscope
gVfJTZG6h9o	EEVblog	1218	needs-whisper	EEVblog #972 - Operating Chips Outside Their Spec
m1qmf72o2Hw	EEVblog	1245	needs-whisper	eevBLAB #28 - How To Get A Product Designed
MWn3kaUeqRw	EEVblog	1513	needs-whisper	EEVblog #967 - Mystery Teardown
0U8he-5Bqtw	EEVblog	1060	needs-whisper	EEVblog #965 - The (Autodesk) Eagle Has Crashed
5SFnZIZa_ZI	EEVblog	2488	needs-whisper	EEVblog #964 - Mailbag
Iap43M40F80	EEVblog	596	needs-whisper	eevRANT: Lily Drones Folds. A $45M FAIL!
CuGNOP0Ubvo	EEVblog	436	needs-whisper	eevRANT: Refuting Bullshit
Tl90m2KHbNk	EEVblog	1959	needs-whisper	EEVblog #963 - Batteriser / Batteroo Passive Toy Test!
U8DnuSo8SV4	EEVblog	414	needs-whisper	EEVblog #962 - Hacking A Calculator Into A Counter
Nj-Q8FQxHhU	EEVblog	1204	needs-whisper	EEVblog #961 - Monkey Debouncing
oFTPTmZ7pDU	EEVblog	1403	needs-whisper	EEVblog #960 - Mystery Merry Mailbag Teardown
yNQCaSNIrEM	EEVblog	2349	needs-whisper	EEVblog #958 - Mailbag
gzbTXQlxuyo	EEVblog	2205	needs-whisper	EEVblog #946 - Apple (Raspberry) Pi Cluster - PART 2
S4HCQ3bkuZc	EEVblog	1028	needs-whisper	EEVblog #944 - Has the Future Arrived Yet? - Beyond 2000 - Part 2
aOOHVHhHS8E	EEVblog	999	needs-whisper	EEVblog 944 - Has the Future Arrived Yet? - Beyond 2000 Books - Part 1
koADGUyOWp4	EEVblog	2638	no-captions	EEVblog #940 - Mailbag
4H9xmJ9-7q0	EEVblog	1948	needs-whisper	EEVblog #937 - Retro Canon Still Camera Teardown!
U_QoWa6qXeo	EEVblog	437	needs-whisper	EEVsmoke #1 - Magic Component Smoke
8blgmbXfDEc	EEVblog	798	needs-whisper	New Dumpster Diving Monitor Score
kEp4k8TGzeI	EEVblog	1581	needs-whisper	eevBLAB #27 - Paid Blog & Review Offers
cmANDi1AcTs	EEVblog	570	needs-whisper	eevBLAB #26 - Youtube End Screen Feature FAIL
MWx8KDufnZY	EEVblog	3404	needs-whisper	EEVBlog #930 - Mailbag
QqPJJLkm46U	EEVblog	1070	needs-whisper	EEVblog #928 - Jaycar DMX RGB LED Lights Teardown
O3N9DqkVNFI	EEVblog	1288	needs-whisper	EEVblog #925 - Panasonic CF-U1 ToughBook Teardown
OOoruKxi7s0	EEVblog	1327	needs-whisper	EEVblog #924 - Hovering Delorean!
Uob1PWH9Uo0	EEVblog	796	needs-whisper	EEVblog #923 - World's Fastest Solar Electric Car
5wrSXCBdalc	EEVblog	669	needs-whisper	EEVblog #921 - Open Source Hardware Problems Solved!
KpXvt8HRdoU	EEVblog	503	needs-whisper	eevBLAB #25 - IEEE Maker Contest Extreme FAIL!
az4B2o4Kcsc	EEVblog	956	needs-whisper	EEVblog #918 - REPAIR: Sony Pyxis GPS
jb7ZzW03lW4	EEVblog	863	needs-whisper	EEVblog #916 - Work Bench Lighting From A Dumpster LCD TV
BjGdyajiSzM	EEVblog	1134	needs-whisper	EEVblog #915 - Dumpster Dive LCD TV Salvage
pMqn2o55BmM	EEVblog	3305	no-captions	EEVblog #913 - Mailbag
UKIzhz0XLaQ	EEVblog	2479	needs-whisper	EEVblog #912 - BM235 Multimeter Reverse Engineering
5B488t3mo5w	EEVblog	1078	needs-whisper	EEVblog #911 - 2016 Sydney Maker Faire Part 2
5fUOVNA1n9k	EEVblog	244	needs-whisper	EEVblog #911 - 2016 Sydney Maker Faire
m9HIYOK_8K4	EEVblog	114	needs-whisper	RFID/NFC Biometric Body Implant Payments
n47u2YQytjo	EEVblog	1966	needs-whisper	EEVblog #909 - Heart Defibrillator Teardown
33ETKOr7Yf8	EEVblog	254	needs-whisper	Multimeter Winner + Bio Teardown
lgtooEtk9R4	EEVblog	1633	needs-whisper	EEVcomments #1
0ZWSOx-T6lg	EEVblog	2215	needs-whisper	EEVblog #906 - Mailbag
_D_fi_ck9Vo	EEVblog	674	needs-whisper	EEVblog #901 PART 2 - RPi 3 Photoflash WiFi Problem
dDcsTnqVgWc	EEVblog	546	needs-whisper	EEVblog #901 - Raspberry Pi 3 Photoflash Problem
FfsPL0pIpxw	EEVblog	600	needs-whisper	eevBLAB #24 - PCB Wars! Altium Circuit Studio vs Autodesk Eagle
boahAP3Sf4s	EEVblog	1856	needs-whisper	EEVblog #899 - Extreme Mailbag!
nJLOZDPTp3I	EEVblog	2538	needs-whisper	EEVblog #896 - Space Electronics
ZE3zf2lGyt8	EEVblog	2857	needs-whisper	EEVblog #893 - Mailbag
VKJ1h6ThW3Y	EEVblog	2130	needs-whisper	EEVblog #888 - Mailbag
S7NoK2fiUD4	EEVblog	627	needs-whisper	EEVblog #885 - Audi Quattro Lunar Rover Unboxing!
TEyU1zSqFwU	EEVblog	1111	needs-whisper	EEVblog #883 - Orange Pi One vs Raspberry Pi 2
4ik7AGGN8-o	EEVblog	549	needs-whisper	eevBLAB #22 - Ebay is BROKEN!
MFSyGFXbsPk	EEVblog	712	needs-whisper	EEVblog #882 - Dumpster Dive Apple Xserve Computers
5bWEiyx6Bns	EEVblog	2378	needs-whisper	EEVblog #880 - Mailbag
dEqlOj6_m0Q	EEVblog	2555	needs-whisper	EEVblog #877 - Solar Analytics Home Energy Monitoring Installation
OScKr-VwaqU	EEVblog	3173	needs-whisper	EEVblog #876 - NI VirtualBench Review
3sSu-N1zkqQ	EEVblog	2590	needs-whisper	EEVblog #875 - NI VirtualBench Teardown
4cU7zCx_liM	EEVblog	1511	needs-whisper	EEVblog #874 - World's Oldest Electronics Hobbyist!
f14nv3uf2ik	EEVblog	511	needs-whisper	EEVblog #873 - World's Most Dangerous Consumer Product!
UvJD8hbFbhU	EEVblog	2863	needs-whisper	EEVblog #872 - Mailbag
TJcMgoJ4DOE	EEVblog	1942	needs-whisper	EEVblog 869 - Counting LED Photons!
G9ChhjOKyLA	EEVblog	1995	needs-whisper	EEVblog #868 - Keysight U1282A Multimeter Torture Test
3cIkk05VHsM	EEVblog	1576	needs-whisper	EEVblog #867 - The Search For The First TTL Chip
E3B4OTV8f1o	EEVblog	1563	needs-whisper	EEVblog #864 - Siglent SDS2000X Series Oscilloscope Teardown
hw0enSx3ScA	EEVblog	2458	no-captions	EEVblog #863 - Sony D50 Discman Teardown - World's First Portable CD Player
BcJ6UdDx1vg	EEVblog	2008	needs-whisper	EEVblog #859 - Bypass / Decoupling Capacitor Tutorial
ptWr0jS-aL8	EEVblog	559	needs-whisper	EEVblog #857 - High Speed Camera Fun
GiIylTuyNWc	EEVblog	2477	needs-whisper	EEVblog #856 - Mailbag
7yIjK66feEA	EEVblog	1901	needs-whisper	EEVBlog #851 - Mailbag
RjbKYNcmFUw	EEVblog	855	needs-whisper	EEVblog #850 - French Wattway Solar Roadways BUSTED!
_V6nYLIChUA	EEVblog	795	needs-whisper	EEVblog #848 - Home Energy Savers BUSTED!
_9oZGqLf87A	EEVblog	662	needs-whisper	EEVblog #844 - Solar Panel Replacement
n_gfZsVb-SY	EEVblog	3480	needs-whisper	EEVblog #843 - David's rPrint 3D Printer Design
q_FBwu2K7j0	EEVblog	3002	no-captions	EEVblog #842 - Rohde & Schwarz HMO1202 Oscilloscope Teardown
7bjQU0ogaPQ	EEVblog	2738	needs-whisper	EEVblog #839 - Mailbag
coSt5HWRvv4	EEVblog	1574	needs-whisper	EEVblog #837 - Reverse Engineering A Valve Headphone Amplifier
IFSJ2tLbewI	EEVblog	947	needs-whisper	eevBLAB #20 - Franky, Ebay, & Hong Kong
dXbbJOH59oo	EEVblog	2588	needs-whisper	EEVblog #833 - Mailbag
lKhESCFeHy0	EEVblog	2410	needs-whisper	EEVblog #827 - Mailbag
6enosoC9NsU	EEVblog	262	needs-whisper	Home Rooftop Solar Power System Update - Shattered Panel!
9SXZk2tsQ4g	EEVblog	2455	needs-whisper	EEVblog #824 - GW Instek GDS-1000B Oscilloscope Teardown
iI5DmU7g32A	EEVblog	1930	needs-whisper	EEVBlog #823 - Rigol DSG815 RF Signal Generator Teardown
BCRkJquKQiw	EEVblog	1810	needs-whisper	EEVblog #821 - Mailbag
1apCAzCTZdQ	EEVblog	3712	needs-whisper	EEVblog #818 - Embedded Electronics With Jack Ganssle
V1eivQNtulE	EEVblog	4722	needs-whisper	Dick Smith Talk - Amateur Radio & Adventure
cGxUXg1fQCs	EEVblog	1076	needs-whisper	EEVblog #816 - Chinon Film Camera Teardown
G_MMIv5ia5g	EEVblog	1998	needs-whisper	EEVblog #814 - Keysight N8762A 600V 5100W PSU Teardown
Oon6TyiUx9Q	EEVblog	144	needs-whisper	eevBLAB #19 - State Of Electronics Documentary
OgsWOHdDn2w	EEVblog	2267	needs-whisper	EEVblog #812 - Varta 15min NiMH Charger Part 2
PxZ7M1hZqXk	EEVblog	2259	needs-whisper	EEVblog #811 - How The Varta 15 Minute Battery Charger Works
awZLvTRtoiI	EEVblog	1895	needs-whisper	EEVblog #810 - Micsig MS310 Handheld Oscilloscope Teardown
HeEAVj2Szbg	EEVblog	867	needs-whisper	eevBLAB #17 - The Australian NBN SUCKS! (For Businesses)
c8QyGpMVVMY	EEVblog	2337	needs-whisper	EEVblog #807 - Mailbag
_Mup2VnXH_k	EEVblog	1531	needs-whisper	EEVblog #806 - Siglent SDG2000X Arb Function Generator First Look
F_REyGWNAmc	EEVblog	2988	needs-whisper	EEVblog #802 - Mailbag
Ns0i3PEfOag	EEVblog	420	needs-whisper	Electronex 2015 Walkaround
L5oQbdgsLtE	EEVblog	1171	needs-whisper	EEVblog #798 - Mailbag
0rGdyCzJkCo	EEVblog	357	needs-whisper	EEVblog #796 - Leica DVM6 3D Microscope
0omYGdhmZQQ	EEVblog	2625	needs-whisper	EEVblog #795 - Electronex 2015
cNSt1GCVqyU	EEVblog	223	needs-whisper	eevBLAB #14 - 14yo Hobbyist Arrested For Bringing DIY Clock To School
4HK2OnvhJeY	EEVblog	315	needs-whisper	EEVblog #794 - Samsung Dumpster LCD Repair Connector Followup
OU08zwBH-wo	EEVblog	953	needs-whisper	eevBLAB #13 - Buying Youtube DISLIKES! - The Batteriser
WTK4CgYbXEQ	EEVblog	2595	needs-whisper	EEVblog #790 - Lecroy Wavejet 354 Touch Oscilloscope Teardown
3OrG5ucVQBA	EEVblog	573	needs-whisper	EEVBlog #786 - Sydney Maker Faire 2015 - Behind The Scenes
XxAElAtC7uE	EEVblog	1106	needs-whisper	EEVblog #785 - Sydney Maker Faire 2015 Interviews
BmkpPZ13S80	EEVblog	1859	needs-whisper	EEVblog #780 - Samsung LCD TV Dumpster Dive Teardown
kdCfAR06GeI	EEVblog	3219	no-captions	EEVblog #777 - Keithley 177 Microvolt DMM Repair
PKjtOTeAevg	EEVblog	744	needs-whisper	EEVblog #776 - World's Smallest Digital Dosimeter
bOE89yPxmGs	EEVblog	2675	needs-whisper	EEVblog #775 - Mailbag
b_eictfFUao	EEVblog	1734	needs-whisper	EEVblog #774 - Low Battery Discharge Testing Part 1
gQ3M3jb9eTU	EEVblog	1551	needs-whisper	EEVblog #773 - 80W INDUAL LED Light Teardown
1hs_9vx9APw	EEVblog	2162	needs-whisper	EEVblog #772 - How To Calculate Wasted Battery Capacity
mdnHHNeesPE	EEVblog	1714	needs-whisper	EEVblog #771 - Electronic Safe Lock Powerline Attack Part 2
Crx84tv0dyM	EEVblog	1841	needs-whisper	EEVblog #769 - Mailbag
G519KyjFE5c	EEVblog	1187	needs-whisper	EEVblog #766 - Vivid Sydney 2015 Light Festival
ty_sxMxUWeU	EEVblog	379	needs-whisper	EEVblog #765 - LED Panel Lighting Switching Noise
Oy32jWg1cYM	EEVblog	1192	needs-whisper	EEVblog #764 - New Lab Ceiling LED Lighting Installation
Ll-Obr91Z6s	EEVblog	599	needs-whisper	EEVblog #760 - Pebble Time Smartwatch Torture Test!
PP_gN_Im9IM	EEVblog	826	needs-whisper	EEVblog #758 - Pebble Time Smartwatch Unboxing & Review
TWcL0OF_eQI	EEVblog	2771	needs-whisper	EEVblog #754 - Altium Circuit Maker First Impressions
a0B4CWfYE8I	EEVblog	1678	needs-whisper	EEVblog #752 - Original Sony Walkman TPS-L2 Teardown
fKf_SIdCH1Q	EEVblog	367	needs-whisper	EEVblog #750 - Special Mailbag!
bMFNk9af1qA	EEVblog	1016	needs-whisper	EEVBlog #736 - World's First IR Thermal Camera Watch
V9tcC7Ks4_c	EEVblog	3263	needs-whisper	EEVblog #735 - Mailbag
MtRU8WPGlss	EEVblog	122	needs-whisper	Giroptic 360cam Kickstarter Prototype Test Footage
p6oYaFweigc	EEVblog	1023	needs-whisper	EEVblog #734 - Giroptic 360cam Kickstarter Prototype
UYGl0vebWN8	EEVblog	2201	needs-whisper	EEVblog #733 - Mailbag
JobJswHcnLE	EEVblog	505	needs-whisper	eevBLAB #8 - New Tektronix AGO3000 Oscilloscope
50m_OUrcxcM	EEVblog	2814	needs-whisper	EEVblog #729 - Mailbag
_UFT-mjyhG0	EEVblog	675	needs-whisper	EEVblog #728 - T4 LED Lighting
f4-jbobSll4	EEVblog	75	needs-whisper	The Art Of Electronics 3rd Edition!
EZZcfOrcMkk	EEVblog	409	needs-whisper	EEVblog #727 - How To Kill An Opamp
7OW5ga49QBg	EEVblog	1393	needs-whisper	EEVblog #725 - LG Plasma TV Teardown
fQAd7nposJQ	EEVblog	127	no-captions	Home Solar Power System Installation Time Lapse
kFth9K_IvwA	EEVblog	1874	no-captions	EEVblog #713 - Voice Recognition - 1980's Style
Gq8ly6TQQu8	EEVblog	442	needs-whisper	eevBLAB #7 - Radio Shack Declares Bankruptcy!
ZYC763Vx9O8	EEVblog	360	needs-whisper	eevBLAB #6 - Don't Assume It's Faulty
lSe4f9LJ93I	EEVblog	2437	needs-whisper	EEVblog #711 - Mailbag
MCDsge-3z0U	EEVblog	1047	needs-whisper	EEVblog #706 - Joystick Porn
4hHPeNIU6ls	EEVblog	3059	needs-whisper	EEVblog #705 - Mailbag
W2qdtQkBKhc	EEVblog	4724	no-captions	EEVBlog #704 - Rigol DS1054Z Oscilloscope Features Review
H9QONLaitWU	EEVblog	721	needs-whisper	EEVblog #702 - Keysight 3000T Oscilloscope Teardown
jV1BlsL5xVw	EEVblog	1489	needs-whisper	EEVblog #698 - GPU Video Rendering
NesFg-sfY6Q	EEVblog	3563	needs-whisper	EEVblog #697 - Mailbag
h2sOEN_TVT4	EEVblog	432	needs-whisper	eevBLAB #3 - Engineers Can't Spell
_hxdz6c8bHg	EEVblog	2032	needs-whisper	EEVblog #696 - Apple Lisa Retro Computer Teardown
GyFeF9qPFCc	EEVblog	1617	no-captions	EEVblog #695 - Mailbag Tektronix 2465 Analog Oscilloscopes
CQgJmmn-eSE	EEVblog	2564	needs-whisper	EEVblog #694 - Mailbag
9iXFhKUa1BU	EEVblog	202	needs-whisper	eevBLAB #2 - Are Electronics Hobbyists Useless?
Aymumu3mYl8	EEVblog	3185	no-captions	EEVblog #692 - Digilent Analog Discovery Review
HGgat5IVfFE	EEVblog	1492	no-captions	EEVblog #688 - How To Rework Solder SMD Chips - BTTF Time Circuits Repair!
kcOdzFaIYNE	EEVblog	978	needs-whisper	EEVblog #683 - Rigol DS1000Z & DS2000 Oscilloscope Jitter Problems
h6D4MMWjrmM	EEVblog	2092	no-captions	EEVblog #682 - Ness D16X Alarm Panel Repair
HOZBrHqTJk4	EEVblog	1888	needs-whisper	EEVblog #681 - More Solar Roadways BULLSHIT!
vuUSIt3rbyU	EEVblog	1054	no-captions	EEVblog #679 - How To Build A Small Electronics Work Bench
eU66as4Bbds	EEVblog	1488	needs-whisper	EEVblog #676 - RANT: FTDI Bricking Counterfeit Chips!
bDxabiM-WF8	EEVblog	1570	needs-whisper	EEVblog #665 - Polar Wearlink Heart Rate Transmitter Teardown
9aSPopIcKLQ	EEVblog	3284	no-captions	EEVblog #664 - Peltier TEG Energy Harvesting Experiments
ezr3CzGUVeQ	EEVblog	1758	needs-whisper	EEVblog #663 - Compucorp 322G Calculator Teardown
Dh0xYu8YvaE	EEVblog	1193	needs-whisper	EEVblog #662- How & Why to use Integration on an Oscilloscope
2vJ0c0ioAXY	EEVblog	2163	needs-whisper	Electronex 2014 - Walkaround
1ljwyt1FQCc	EEVblog	432	needs-whisper	Electronex 2014 - Behind The Scenes
E9lYHIAZeTc	EEVblog	3043	needs-whisper	EEVblog #661 - Mailbag
_EMAggN5H-w	EEVblog	1790	needs-whisper	EEVblog #659 - Medical Plugpack Teardown
LICQ6ca8h9Y	EEVblog	1188	needs-whisper	EEVblog #658 - Mailbag
B_W0BJ-q8ms	EEVblog	1206	needs-whisper	EEVblog #654 - Sydney Maker Faire 2014 Behind The Scenes
GJJ_qqYs3RQ	EEVblog	579	needs-whisper	EEVblog #653 - Sydney Maker Faire 2014 Highlights
ewO_2hQyGtY	EEVblog	1980	needs-whisper	EEVblog #650 - Canon HF G30 / XA20 / XA25 Camcorder Review
n13odoXQYeo	EEVblog	2111	needs-whisper	EEVblog #642 - TI Connected Launchpad
f2Tr8r2j8wQ	EEVblog	2659	needs-whisper	EEVblog #633 - Mailbag
drmmL7ESN8c	EEVblog	531	needs-whisper	EEVblog #627 - Dumpster Dive
YKJXBD6isR8	EEVblog	2297	needs-whisper	EEVblog #624 - Mailbag
3RHR_HSQhxg	EEVblog	714	needs-whisper	EEVblog #623 - See Through Thermal Camera Followup
6VTkWJtny9c	EEVblog	1037	needs-whisper	EEVblog #615 - Prema 6047 Multimeter Followup
RwAhluh7MUE	EEVblog	1734	needs-whisper	EEVblog #614 - Cebit 2014 Highlights
IHpoDx2FLyQ	EEVblog	1594	needs-whisper	EEVblog #612 - Mailbag
l5Cts5nPpcA	EEVblog	788	needs-whisper	EEVblog #610 - Why Digital Scopes Appear Noisy - Part 2
VCUdDe0t7YM	EEVblog	1041	needs-whisper	EEVblog #604 - Sinclair C5 Restoration - Part 1
ph3utXdviAY	EEVblog	2407	needs-whisper	EEVblog #603 - Gas Sensor Teardown - Dräger Multiwarn II
ihAG6cMpUlY	EEVblog	1655	needs-whisper	EEVblog #602 - Introduction to Microphones
d9lZ2-a1P-E	EEVblog	4146	needs-whisper	EEVblog #598 - Sony DME7000 Video Multi Effects Processor Teardown
1yAx1Etr1Gc	EEVblog	1112	needs-whisper	EEVblog #583 - Wyong HAM Radio Field Day 2014
Lb8r6ewHf_k	EEVblog	950	needs-whisper	EEVblog #581 - How To Do Kickstarter Surveys & Project Management
YpJ9ueJ9bEA	EEVblog	11174	needs-whisper	EEVblog #580 - Q&A
U-sGY_hsNU0	EEVblog	222	needs-whisper	EEVblog #578 - Proprietary Connector Rant - Panasonic LF1
579SYLxORyw	EEVblog	820	needs-whisper	EEVblog #575 - DIY 1970s Spectrum Analyser
R4V1xPHL804	EEVblog	2908	needs-whisper	EEVblog #573 - Mailbag
m9tza_c4sxc	EEVblog	1056	needs-whisper	uCurrent GOLD Assembler Parts Shipping
3g_BsHIMbrc	EEVblog	747	needs-whisper	EEVblog #570 - LAB Cleanup And Shelving
H2P1_JZYnVc	EEVblog	1666	needs-whisper	EEVblog #566 - Cheap USB Microscope Reviews
0Q-z5V9bYUs	EEVblog	626	needs-whisper	EEVblog #563 - 2013 Review
Ux7WdK6oym4	EEVblog	296	needs-whisper	uCurrent GOLD Kickstarter First Manufacture
JA-vi2iQ5vA	EEVblog	1428	needs-whisper	EEVblog #562 - More SMD Oven Reflow
FRDCLRry6ZU	EEVblog	117	needs-whisper	EEVblog #560 - How To Remove Sticker Residue On Test Equipment
0-IebArtT9I	EEVblog	611	needs-whisper	EEVblog #557 - Retro Sinclair ZX Spectrum Computer Teardown
ZQr0As65P7k	EEVblog	2152	needs-whisper	EEVblog #556 - Mailbag
gRiadnjyBdo	EEVblog	1556	needs-whisper	EEVblog #553 - Mailbag
1CZOThWik1k	EEVblog	1051	needs-whisper	EEVblog #550 - Manfrotto Video Camera Articulated Arm
A6hv5jZUwtc	EEVblog	1972	needs-whisper	EEVblog #546 - Mailbag Monday
X-2Kj979B3E	EEVblog	244	needs-whisper	EEVblog #545 - Vintage Design Rant
HVB7BW--zGY	EEVblog	2125	needs-whisper	EEVblog #541 - Mailbag
VF3EnUzynhg	EEVblog	224	needs-whisper	EEVblog #537 - Square Kilometre Array Phase Array Feed Prototype
92vemLHr9yE	EEVblog	545	needs-whisper	µRuler Shipment Update
EMjHbidR2CA	EEVblog	427	needs-whisper	EEVblog #535 - Dumpster Dive Plotter
LKv-F2clFDc	EEVblog	1583	needs-whisper	EEVblog #534 - Mailbag
PFcC315vuQ8	EEVblog	1468	needs-whisper	EEVblog #533 - LED Fluoro Tube Teardown
8d46gG4NNr4	EEVblog	714	needs-whisper	EEVblog #531 - LAB LED Fluoro Lighting Tube Replacement
MNDisp8IKe0	EEVblog	854	needs-whisper	EEVblog #529 - HP 35660A DSA Upgrade Investigation
9GjBFQgVWv0	EEVblog	774	needs-whisper	EEVblog #527 - Altium Entry Level PCB Tool Rant
YhXueY3FW6s	EEVblog	1022	needs-whisper	EEVblog #524 - Vignetting on a Cathode Ray Tube
CAnWSYg1z9A	EEVblog	548	needs-whisper	EEVblog #522 - Rigol DS1000Z Oscilloscope Quick Look
kU2qmhzlc2o	EEVblog	1208	needs-whisper	µRuler Packing
nlfU1gvwBRM	EEVblog	1126	needs-whisper	EEVblog #520 - Michael's 3D Printer
WCfG0OBEPHM	EEVblog	470	needs-whisper	EEVblog #519 - Ardusat Arduino Based CubeSat Satellite
ehXw1Amj40E	EEVblog	1941	needs-whisper	EEVblog #513 - Mailbag
PRf9JTg3QwA	EEVblog	565	needs-whisper	EEVblog #508 - Can You Test Battery Charge By Dropping It?
DsNGOExKdN4	EEVblog	1655	needs-whisper	EEVblog #494 - Mailbag
NrpFLN7fTqg	EEVblog	1022	needs-whisper	EEVblog #493 - DIY Video Camera Dolly For Workbenches
VGENVguQQmo	EEVblog	1868	needs-whisper	EEVblog #484 - Home Solar Power System Installation
eRDhQoAmD-k	EEVblog	2453	needs-whisper	EEVblog #481 - Mailbag
CCzNRI1jF8I	EEVblog	521	needs-whisper	EEVblog #467 - Walktime Rant - Crowd Funding Projects
UGIWKtOSQhA	EEVblog	1008	needs-whisper	EEVblog #463 - More Dumpster Diving
J6oFAwno8hc	EEVblog	3567	needs-whisper	EEVblog #462 - Video Editing PC Assembly
lCmo5y4DqvU	EEVblog	2292	needs-whisper	EEVblog #460 - Mailbag - Plasma Speaker
